User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Allocated_Bandwidth,Resource_Allocation,posx,posy
7788,Voice_Call,-80.9,17.2,0.1,0.5,87.9,59,9
7789,Video_Streaming,-63.0,88.2,8.2,8.4,91.0,71,37
7790,Online_Gaming,-9.3,88.0,2.6,3.2,98.2,84,60
7791,Web_Browsing,-41.6,13.1,0.6,1.0,98.9,31,69
7792,Video_Call,-86.7,25.0,1.3,2.8,62.6,65,3
7793,Video_Call,-57.4,67.5,1.9,2.0,90.6,29,95
7794,Video_Streaming,-81.7,88.3,9.3,11.1,58.7,74,54
7795,Video_Streaming,-81.9,42.2,6.4,8.1,63.6,3,2
7796,Online_Gaming,-78.2,74.6,1.3,1.9,78.5,41,30
7797,Voice_Call,-41.4,10.5,0.1,0.1,59.2,88,48
7798,Voice_Call,-73.7,93.8,0.4,2.3,69.2,79,76
7799,File_Download,-13.1,26.4,13.8,15.6,61.2,54,89
7800,Voice_Call,-38.2,28.7,0.4,2.3,72.8,45,49
7801,Voice_Call,-66.7,58.2,0.2,2.0,95.0,82,38
7802,Emergency_Service,-28.6,35.9,6.5,7.9,70.4,64,61
7803,Online_Gaming,-27.6,98.2,1.2,1.7,81.0,40,32
7804,Background_Download,-71.3,75.6,6.5,8.1,90.1,74,20
7805,Emergency_Service,-66.9,25.5,8.7,9.8,55.1,63,0
7806,File_Download,-13.2,21.9,8.5,9.7,97.1,44,33
7807,VoIP_Call,-12.1,11.9,0.5,2.2,82.4,53,10
7808,Web_Browsing,-56.3,83.5,0.8,1.9,85.7,44,62
7809,Emergency_Service,-27.3,30.8,7.6,7.8,66.1,49,61
7810,File_Download,-29.2,16.6,13.2,14.3,76.5,95,78
7811,Video_Streaming,-8.3,43.5,3.6,5.0,72.5,19,80
7812,Background_Download,-55.8,67.8,9.6,11.5,98.6,56,25
7813,Video_Streaming,-81.0,27.6,4.8,6.0,59.7,29,85
7814,Video_Streaming,-2.0,77.7,8.7,10.4,65.9,24,14
7815,File_Download,-12.2,73.6,6.2,7.5,92.4,74,5
7816,VoIP_Call,-54.4,16.6,0.5,2.2,80.4,89,38
7817,Voice_Call,-78.1,53.3,0.3,0.4,70.9,5,68
7818,Background_Download,-41.6,52.3,7.2,8.7,97.4,34,44
7819,Background_Download,-5.8,93.7,8.9,9.1,91.4,99,46
7820,Video_Call,-70.2,57.0,1.5,2.1,88.0,9,26
7821,Streaming,-78.8,65.5,4.6,6.4,70.5,64,20
7822,File_Download,-86.0,41.4,18.9,20.2,53.6,39,16
7823,Video_Streaming,-14.6,59.8,9.8,10.2,74.5,60,77
7824,Video_Streaming,-45.8,64.0,7.5,9.4,96.5,54,57
7825,Web_Browsing,-90.9,96.6,0.5,1.3,56.8,39,56
7826,Voice_Call,-81.2,72.9,0.4,2.3,78.0,93,16
7827,Emergency_Service,-80.8,27.6,7.1,9.0,92.5,57,16
7828,Emergency_Service,-71.6,42.4,5.9,6.0,58.6,3,47
7829,Video_Call,-97.5,74.6,1.4,3.2,68.2,58,86
7830,Background_Download,-8.0,20.9,7.3,9.3,95.8,40,59
7831,Voice_Call,-93.4,91.6,0.3,2.1,82.9,82,65
7832,VoIP_Call,-3.3,45.9,0.5,1.0,61.9,87,87
7833,File_Download,-3.1,58.0,7.1,9.1,75.0,89,43
7834,Background_Download,-66.4,50.7,9.8,9.9,55.7,43,89
7835,Web_Browsing,-56.7,74.5,0.7,0.8,83.9,91,21
7836,Video_Call,-97.9,96.9,1.8,3.1,66.5,43,64
7837,File_Download,-79.3,96.7,14.0,15.7,82.0,54,79
7838,Web_Browsing,-74.9,78.5,0.5,1.0,88.0,8,74
7839,Background_Download,-51.0,92.6,5.7,7.0,86.9,77,58
7840,Background_Download,-9.2,13.8,6.8,7.0,96.8,8,46
7841,Background_Download,-97.1,61.9,8.6,9.7,55.1,62,68
7842,File_Download,-0.6,43.7,19.6,21.2,72.8,31,75
7843,Voice_Call,-91.0,45.5,0.2,1.0,66.8,63,44
7844,Web_Browsing,-21.5,64.4,0.7,1.0,67.6,82,90
7845,Web_Browsing,-52.3,58.4,0.7,2.3,56.2,12,15
7846,Streaming,-16.3,73.3,4.7,5.9,75.9,74,25
7847,Web_Browsing,-59.3,48.6,0.5,0.7,89.3,97,66
7848,Background_Download,-66.0,29.4,6.0,8.0,93.8,69,96
7849,Emergency_Service,-76.9,91.6,4.2,5.6,69.7,70,36
7850,Online_Gaming,-45.1,88.8,2.6,3.7,80.2,83,95
7851,Voice_Call,-82.7,15.4,0.4,0.4,50.1,99,18
7852,Emergency_Service,-61.8,87.2,7.9,9.7,70.4,80,80
7853,Background_Download,-88.8,30.9,8.2,8.5,56.7,52,33
7854,Background_Download,-29.9,75.7,8.0,8.9,70.0,84,8
7855,Video_Streaming,-17.9,71.6,6.1,7.2,50.5,31,88
7856,Video_Call,-43.3,13.2,1.3,3.2,72.7,96,31
7857,Voice_Call,-48.9,68.4,0.4,1.1,62.3,71,96
7858,Emergency_Service,-80.7,13.3,2.0,2.1,53.2,92,16
7859,Online_Gaming,-62.6,94.2,1.8,2.4,99.8,73,91
7860,VoIP_Call,-31.0,76.2,0.1,1.8,58.9,48,58
7861,VoIP_Call,-9.1,75.0,0.4,1.4,51.1,50,72
7862,Voice_Call,-4.4,38.7,0.5,2.0,90.9,21,83
7863,Streaming,-51.5,50.7,3.1,3.5,82.4,60,23
7864,Web_Browsing,-11.9,80.3,0.6,0.7,86.2,72,38
7865,Online_Gaming,-64.4,70.7,2.2,2.4,99.7,38,73
7866,Voice_Call,-23.2,28.6,0.4,2.2,70.1,41,90
7867,Online_Gaming,-4.5,48.7,2.4,3.4,82.0,15,84
7868,Video_Streaming,-72.2,84.4,4.1,5.3,71.2,88,97
7869,Emergency_Service,-23.4,87.7,7.6,7.9,77.2,78,40
7870,File_Download,-28.8,70.6,15.2,17.1,97.0,14,12
7871,Video_Streaming,-46.5,41.4,9.9,10.2,78.6,42,0
7872,VoIP_Call,-34.1,28.7,0.1,1.9,69.6,21,32
7873,Emergency_Service,-23.8,67.8,9.2,10.1,86.7,96,5
7874,Web_Browsing,-36.3,85.4,0.7,1.4,70.4,78,63
7875,Online_Gaming,-3.9,30.9,1.2,2.7,77.8,32,11
7876,Voice_Call,-60.7,40.1,0.2,1.2,50.5,1,32
7877,Background_Download,-25.6,86.0,8.7,10.1,69.9,99,17
7878,File_Download,-2.1,40.9,13.3,13.6,82.6,91,77
7879,Background_Download,-75.2,22.1,6.3,8.0,56.3,63,89
7880,VoIP_Call,-92.6,90.9,0.4,1.9,51.0,37,42
7881,Web_Browsing,-76.3,99.8,1.0,2.5,82.5,63,38
7882,Video_Call,-29.9,42.7,1.4,1.5,54.1,3,87
7883,Web_Browsing,-52.6,15.0,0.6,2.5,57.6,53,14
7884,Voice_Call,-17.5,61.8,0.4,2.3,73.3,22,3
7885,Streaming,-50.9,65.4,4.6,6.4,52.1,61,81
7886,Web_Browsing,-36.7,65.9,0.7,0.7,90.0,63,26
7887,Video_Streaming,-34.8,78.2,3.2,4.0,86.3,93,33
7888,Streaming,-36.0,92.5,4.0,5.6,53.3,43,46
7889,File_Download,-48.2,20.9,18.3,19.7,79.8,94,3
7890,Video_Call,-50.2,58.6,1.9,3.4,74.4,53,94
7891,Streaming,-18.5,83.7,4.4,4.5,92.3,70,54
7892,File_Download,-2.6,91.7,11.4,11.9,77.0,53,12
7893,Online_Gaming,-20.7,72.1,1.8,3.0,86.2,29,65
7894,Emergency_Service,-63.5,23.9,6.1,7.5,66.1,35,63
7895,Emergency_Service,-59.5,40.5,8.0,8.1,97.2,87,69
7896,Voice_Call,-24.0,67.9,0.4,0.7,54.2,67,4
7897,Web_Browsing,-48.6,45.3,0.8,0.8,82.6,1,95
7898,Video_Call,-23.7,68.0,1.3,2.3,71.7,62,92
7899,Video_Call,-33.5,53.3,1.8,3.6,93.4,51,4
7900,Emergency_Service,-68.2,65.8,8.4,9.5,77.2,47,82
7901,Video_Call,-46.5,15.0,1.5,3.2,92.3,56,64
7902,Online_Gaming,-91.7,30.4,2.6,3.2,95.2,94,59
7903,VoIP_Call,-69.0,26.8,0.2,2.1,81.0,98,81
7904,Online_Gaming,-85.4,22.4,2.4,4.2,76.0,17,76
7905,Background_Download,-50.1,90.0,9.1,10.2,82.2,85,65
7906,Video_Streaming,-13.2,64.3,5.0,5.1,96.3,66,11
7907,Background_Download,-58.8,51.6,5.9,7.2,92.4,61,54
7908,Emergency_Service,-1.4,31.3,2.7,4.0,87.2,27,42
7909,Web_Browsing,-61.8,19.1,0.7,1.6,62.6,24,42
7910,Video_Streaming,-94.0,87.4,8.7,9.1,53.7,88,85
7911,File_Download,-56.5,52.1,14.6,16.4,88.7,11,62
7912,Emergency_Service,-76.2,94.9,9.8,11.5,84.1,50,83
7913,Online_Gaming,-76.3,80.1,1.8,2.6,99.2,11,71
7914,File_Download,-88.3,82.8,11.6,13.0,63.9,57,8
7915,Video_Call,-44.7,22.7,1.4,3.3,85.2,83,45
7916,Video_Call,-91.3,42.8,1.2,1.4,90.7,79,83
7917,Streaming,-30.7,60.3,4.7,6.4,94.3,62,49
7918,Video_Streaming,-81.7,60.5,5.9,6.6,75.4,96,0
7919,File_Download,-2.8,96.5,15.1,15.7,86.5,0,77
7920,Streaming,-58.2,32.7,3.1,3.4,96.5,4,13
7921,Emergency_Service,-79.7,78.0,6.7,7.7,61.9,22,30
7922,Online_Gaming,-45.1,86.5,2.9,4.7,72.1,21,46
7923,Online_Gaming,-33.4,61.5,1.7,2.6,84.6,55,8
7924,Streaming,-53.4,33.9,2.1,2.4,88.0,62,79
7925,Video_Call,-91.5,85.6,1.5,2.0,57.7,32,21
7926,Web_Browsing,-59.4,66.4,0.9,1.6,50.9,90,88
7927,Background_Download,-67.7,56.5,9.7,10.9,66.3,63,34
7928,Streaming,-3.6,64.7,3.2,4.4,62.9,49,87
7929,Emergency_Service,-50.6,86.4,5.5,6.4,74.2,66,18
7930,Web_Browsing,-24.2,60.6,1.0,2.2,55.5,65,14
7931,Web_Browsing,-88.8,87.5,0.7,1.1,61.8,67,70
7932,Web_Browsing,-52.6,87.2,0.6,0.9,72.0,63,13
7933,Online_Gaming,-80.5,76.1,2.3,3.1,85.7,84,67
7934,Online_Gaming,-9.0,95.4,2.4,4.3,56.8,56,16
7935,Video_Streaming,-32.1,74.5,4.8,5.1,93.1,62,0
7936,VoIP_Call,-57.3,43.9,0.2,0.8,50.7,59,33
7937,Emergency_Service,-88.4,43.2,8.7,8.8,80.6,49,21
7938,Video_Streaming,-80.8,13.0,4.7,5.3,71.7,24,21
7939,Background_Download,-11.5,69.9,8.5,9.9,97.0,58,49
7940,Online_Gaming,-24.5,77.2,1.4,2.5,71.2,91,24
7941,Voice_Call,-84.1,65.9,0.5,1.1,69.6,9,74
7942,VoIP_Call,-78.8,70.3,0.2,1.6,83.1,65,37
7943,Video_Call,-27.3,13.8,1.8,2.6,83.8,60,53
7944,Web_Browsing,-25.6,63.6,0.8,1.5,60.6,81,12
7945,Web_Browsing,-95.1,35.1,0.9,1.5,93.2,37,16
7946,Voice_Call,-71.1,85.1,0.3,1.7,94.2,49,88
7947,Online_Gaming,-0.9,88.8,2.4,3.3,75.8,31,47
7948,Voice_Call,-89.9,67.9,0.4,0.5,92.4,8,90
7949,Background_Download,-65.6,43.8,8.2,8.2,85.4,52,82
7950,Voice_Call,-61.6,66.9,0.5,0.5,75.1,32,27
7951,Background_Download,-97.6,82.0,9.7,10.0,65.6,35,27
7952,VoIP_Call,-82.3,40.2,0.5,1.6,99.9,79,5
7953,Web_Browsing,-14.0,10.2,0.6,1.3,94.1,55,40
7954,File_Download,-73.3,62.4,17.0,17.0,80.0,47,93
7955,Web_Browsing,-61.8,74.8,1.0,2.1,83.8,89,76
7956,Background_Download,-40.2,73.0,9.4,10.5,77.3,66,46
7957,VoIP_Call,-29.2,99.3,0.4,1.4,53.6,14,4
7958,File_Download,-61.5,27.6,19.2,20.9,82.2,16,50
7959,Video_Call,-25.0,59.7,1.7,3.6,82.7,41,21
7960,Voice_Call,-75.3,67.1,0.3,1.8,85.7,93,85
7961,Video_Streaming,-84.4,58.2,4.4,4.9,89.8,13,60
7962,Video_Streaming,-67.0,16.5,3.0,3.5,58.1,98,29
7963,Emergency_Service,-85.2,49.9,4.0,4.2,72.1,63,7
7964,Emergency_Service,-2.9,34.9,6.9,7.4,84.4,93,18
7965,Online_Gaming,-69.5,45.6,2.7,3.1,59.9,36,29
7966,Online_Gaming,-56.6,32.1,1.5,2.0,64.7,52,24
7967,VoIP_Call,-13.1,57.8,0.1,1.1,59.9,84,76
7968,Emergency_Service,-72.8,31.1,5.9,7.1,63.5,19,45
7969,Emergency_Service,-11.9,61.7,5.1,6.2,86.0,77,0
7970,Emergency_Service,-72.3,92.6,7.8,9.7,58.2,75,3
7971,Voice_Call,-25.3,51.5,0.3,1.0,76.7,36,18
7972,Voice_Call,-73.5,98.7,0.3,1.1,67.0,9,98
7973,VoIP_Call,-12.5,12.6,0.4,0.6,94.8,83,7
7974,Background_Download,-6.8,64.0,7.7,8.8,98.0,52,28
7975,Video_Streaming,-30.1,34.0,6.5,6.5,78.6,13,66
7976,Video_Call,-8.7,44.1,1.1,1.4,85.1,2,2
7977,VoIP_Call,-64.3,86.0,0.2,1.3,55.5,46,58
7978,Background_Download,-70.2,49.3,5.3,6.9,67.0,58,58
7979,Video_Streaming,-11.6,99.7,5.7,7.6,62.7,75,98
7980,Online_Gaming,-40.3,25.3,2.9,4.5,94.4,24,49
7981,VoIP_Call,-12.0,45.0,0.2,0.6,67.3,75,79
7982,Streaming,-14.9,15.8,3.0,4.2,72.4,35,6
7983,File_Download,-38.6,73.6,17.4,19.0,89.0,11,31
7984,Background_Download,-55.1,50.9,7.6,8.2,65.8,69,62
7985,Emergency_Service,-60.8,54.7,7.1,8.7,89.5,63,89
7986,Web_Browsing,-37.6,95.1,0.9,0.9,69.6,12,46
7987,Video_Call,-57.6,30.9,1.3,1.6,84.4,72,53
7988,Streaming,-23.4,28.7,4.3,4.9,64.6,7,87
7989,Streaming,-90.0,29.4,4.4,4.8,55.6,94,32
7990,Emergency_Service,-79.2,94.8,3.1,4.4,67.2,41,64
7991,Background_Download,-22.0,64.2,9.2,9.8,96.7,25,66
7992,Web_Browsing,-32.1,52.1,0.7,0.9,93.9,7,74
7993,Video_Streaming,-46.3,77.0,4.4,5.2,56.9,30,67
7994,Voice_Call,-58.8,38.7,0.4,1.2,72.0,14,19
7995,Voice_Call,-18.4,83.6,0.4,0.9,94.3,25,97
7996,File_Download,-13.0,22.2,12.1,13.8,86.1,35,90
7997,File_Download,-18.8,52.9,16.6,17.9,69.5,16,45
7998,Voice_Call,-83.9,53.6,0.4,0.8,74.2,74,5
7999,Emergency_Service,-36.2,30.6,8.2,8.5,74.3,33,39
8000,Web_Browsing,-30.9,72.6,0.8,2.4,58.2,94,37
8001,Video_Call,-88.2,35.7,1.1,2.9,83.1,52,67
8002,Voice_Call,-12.2,45.7,0.3,1.7,93.5,96,40
8003,Video_Streaming,-8.5,15.2,3.3,4.9,68.3,76,1
8004,Video_Call,-94.0,31.0,1.3,2.5,93.4,91,72
8005,Emergency_Service,-78.6,70.4,9.7,10.6,63.2,42,7
8006,Video_Call,-82.2,62.4,1.9,3.4,85.4,16,52
8007,File_Download,-96.8,68.9,5.3,5.6,50.7,45,40
8008,Voice_Call,-10.2,12.4,0.2,2.1,77.3,50,88
8009,Voice_Call,-19.1,73.7,0.4,1.6,76.5,25,82
8010,Streaming,-82.1,52.7,4.9,6.9,71.3,64,24
8011,Voice_Call,-37.2,80.0,0.3,1.5,90.6,2,42
8012,Video_Call,-4.1,22.9,1.1,2.2,70.2,82,87
8013,VoIP_Call,-52.4,24.1,0.1,0.5,63.8,50,72
8014,Web_Browsing,-34.8,12.8,0.9,1.8,83.1,83,84
8015,Video_Call,-50.3,11.4,1.1,1.8,74.8,98,42
8016,Web_Browsing,-19.2,88.3,0.8,1.7,99.1,44,59
8017,Online_Gaming,-26.8,71.1,2.2,2.3,89.2,15,20
8018,Video_Call,-73.8,70.6,1.4,3.4,73.2,4,88
8019,Streaming,-93.5,61.2,4.3,5.3,95.8,18,29
8020,Streaming,-42.8,57.2,4.5,6.3,96.1,37,42
8021,VoIP_Call,-53.9,20.8,0.3,1.5,73.7,9,45
8022,VoIP_Call,-61.8,95.5,0.2,0.9,65.6,6,56
8023,Online_Gaming,-76.6,96.8,1.7,2.4,96.3,65,5
8024,Video_Streaming,-22.4,79.7,6.5,8.0,75.6,47,52
8025,Online_Gaming,-55.1,84.8,2.6,4.0,84.3,23,83
8026,Streaming,-66.0,67.8,3.7,5.6,64.3,98,82
8027,Voice_Call,-1.8,28.1,0.3,2.1,51.6,75,77
8028,Video_Call,-77.1,54.5,1.1,3.1,52.4,0,23
8029,Video_Call,-64.8,36.2,1.0,1.3,63.6,2,63
8030,VoIP_Call,-72.4,47.9,0.3,1.9,89.6,82,83
8031,Video_Streaming,-41.5,83.7,9.6,11.0,78.5,87,94
8032,Background_Download,-65.2,51.8,5.4,6.0,86.0,71,40
8033,Voice_Call,-76.8,48.6,0.4,1.8,56.3,82,8
8034,Web_Browsing,-10.2,97.8,0.7,2.6,55.1,0,9
8035,Video_Call,-92.5,74.7,1.3,1.3,82.4,60,42
8036,Web_Browsing,-40.3,79.1,0.8,1.5,88.1,6,21
8037,Video_Call,-98.6,61.6,2.0,3.0,52.6,86,34
8038,Video_Call,-56.5,78.8,1.6,2.2,93.4,51,10
8039,Video_Call,-88.2,32.8,1.9,3.8,98.6,78,34
8040,Voice_Call,-8.7,78.9,0.3,1.6,55.1,18,62
8041,Background_Download,-6.5,31.8,9.3,10.7,81.2,46,81
8042,Background_Download,-97.6,56.2,7.1,7.6,95.4,35,55
8043,VoIP_Call,-80.6,55.4,0.1,1.0,51.1,63,97
8044,Web_Browsing,-80.8,42.8,1.0,2.5,56.9,63,23
8045,VoIP_Call,-20.1,59.4,0.2,1.6,52.8,82,84
8046,Streaming,-64.7,53.7,3.4,4.7,83.5,28,11
8047,Emergency_Service,-82.8,96.9,3.3,4.4,54.9,35,68
8048,Video_Call,-18.4,25.3,1.1,1.8,51.9,12,11
8049,Voice_Call,-83.4,58.9,0.3,1.7,60.3,38,41
8050,VoIP_Call,-38.4,64.5,0.4,0.4,71.4,61,58
8051,Emergency_Service,-96.1,84.5,4.5,5.6,70.6,93,91
8052,Background_Download,-31.5,40.8,6.2,8.1,70.3,63,36
8053,Online_Gaming,-85.2,69.4,1.5,1.8,69.7,85,67
8054,Voice_Call,-17.0,36.3,0.3,1.4,53.8,12,18
8055,Web_Browsing,-72.8,39.4,0.5,1.1,96.4,93,13
8056,Online_Gaming,-13.8,95.2,2.1,2.9,85.4,3,30
8057,Background_Download,-43.6,58.8,6.5,7.3,54.6,76,69
8058,Video_Call,-33.3,44.9,1.7,2.5,95.6,56,25
8059,Video_Call,-52.7,65.0,1.9,3.7,83.8,53,88
8060,Emergency_Service,-63.6,14.5,9.5,10.1,93.3,53,51
8061,Online_Gaming,-92.3,17.6,2.4,3.0,76.5,81,64
8062,Streaming,-45.8,21.4,3.5,3.6,64.0,76,98
8063,Video_Call,-85.4,51.9,1.0,2.1,81.9,56,57
8064,Voice_Call,-13.3,57.5,0.3,0.5,69.0,8,65
8065,File_Download,-36.4,39.3,18.7,19.9,73.5,95,35
8066,VoIP_Call,-9.1,15.3,0.4,1.9,57.5,13,83
8067,Emergency_Service,-18.7,64.8,2.5,4.5,50.2,76,19
8068,Emergency_Service,-49.3,85.3,3.2,3.4,72.7,2,46
8069,Emergency_Service,-5.3,16.2,8.9,9.0,62.4,24,64
8070,Web_Browsing,-21.7,25.0,0.7,1.4,51.4,68,54
8071,Video_Streaming,-26.2,89.6,9.6,11.1,63.5,95,11
8072,Web_Browsing,-40.4,24.5,1.0,1.6,70.5,44,93
8073,Video_Streaming,-24.7,65.1,9.8,10.2,53.4,5,98
8074,Emergency_Service,-8.7,83.4,9.4,9.8,58.1,85,62
8075,Video_Call,-1.5,75.7,1.9,2.7,70.7,81,43
8076,Video_Call,-67.8,64.2,1.5,2.2,63.0,70,78
8077,Online_Gaming,-90.5,63.7,2.3,2.5,53.4,14,73
8078,VoIP_Call,-98.0,54.0,0.3,1.9,98.4,83,25
8079,VoIP_Call,-52.2,45.8,0.4,1.9,90.6,16,34
8080,File_Download,-48.0,51.4,6.6,8.2,74.3,76,0
8081,Streaming,-62.9,29.8,2.6,4.4,66.2,73,88
8082,Voice_Call,-11.8,43.3,0.2,1.2,85.7,83,27
8083,Streaming,-98.3,37.2,3.3,4.1,58.5,42,54
8084,Emergency_Service,-88.8,76.4,6.7,7.1,62.5,2,98
8085,Web_Browsing,-12.1,88.7,1.0,1.2,92.7,27,82
8086,Video_Call,-86.7,67.7,1.3,1.9,78.6,86,70
8087,Emergency_Service,-92.0,22.9,9.1,10.7,89.2,24,31
8088,Streaming,-30.3,58.5,4.4,4.8,83.2,67,96
8089,Video_Call,-44.9,10.0,1.2,2.0,55.6,62,62
8090,Video_Streaming,-7.8,23.2,6.7,7.8,91.5,63,92
8091,Background_Download,-35.9,28.8,10.0,11.3,96.3,79,96
8092,Background_Download,-59.3,16.2,7.4,8.2,91.6,16,56
8093,VoIP_Call,-14.4,48.0,0.4,1.8,66.6,92,98
8094,Video_Call,-36.6,92.7,1.1,2.7,84.4,87,6
8095,Web_Browsing,-29.4,36.0,0.6,2.0,63.1,7,21
8096,Video_Call,-52.4,30.6,1.2,3.0,99.8,30,6
8097,Online_Gaming,-99.1,45.7,2.9,4.8,79.8,50,79
8098,Video_Streaming,-12.0,15.4,7.6,9.4,69.4,78,87
8099,File_Download,-66.4,50.9,6.9,7.9,89.4,40,46
8100,Voice_Call,-49.4,61.5,0.4,2.3,54.0,90,64
8101,Video_Call,-15.9,10.2,1.3,2.4,72.0,35,24
8102,Emergency_Service,-25.3,84.8,7.4,9.2,55.6,41,95
8103,VoIP_Call,-36.2,69.2,0.1,1.2,62.7,46,6
8104,Background_Download,-45.4,58.0,5.5,6.8,90.2,44,37
8105,Emergency_Service,-9.4,97.3,9.6,10.0,91.5,94,70
8106,Voice_Call,-37.0,86.9,0.1,1.6,68.3,60,21
8107,Online_Gaming,-1.2,20.1,1.2,3.0,69.3,2,63
8108,Voice_Call,-60.3,19.2,0.1,1.6,85.2,60,14
8109,Streaming,-0.8,44.1,4.8,5.1,76.8,59,14
8110,Online_Gaming,-70.0,21.3,2.7,3.8,97.7,34,36
8111,Video_Call,-19.5,32.9,1.2,2.1,63.8,80,24
8112,Video_Streaming,-16.8,37.9,3.6,3.7,78.8,96,55
8113,Web_Browsing,-27.1,29.7,0.5,0.8,56.2,45,16
8114,Web_Browsing,-12.4,28.3,0.9,2.2,68.8,65,88
8115,Video_Call,-32.7,39.6,1.2,2.7,70.6,68,80
8116,Video_Streaming,-37.5,73.8,5.3,5.5,82.1,86,70
8117,Video_Call,-33.7,11.6,1.5,1.5,92.7,32,37
8118,Emergency_Service,-30.1,47.9,2.4,2.6,76.2,59,54
8119,Streaming,-78.5,48.8,2.6,4.3,57.1,64,85
8120,Voice_Call,-0.9,46.6,0.4,1.5,63.3,13,20
8121,Video_Streaming,-1.3,57.2,5.9,7.8,86.2,88,80
8122,Video_Call,-90.9,37.6,1.9,3.5,52.6,40,14
8123,Video_Call,-37.9,18.7,1.7,2.8,54.2,64,62
8124,Emergency_Service,-11.0,70.4,9.6,9.6,78.1,90,15
8125,Streaming,-30.7,51.6,3.4,5.0,50.8,22,88
8126,Web_Browsing,-27.7,82.6,0.9,2.9,98.1,83,28
8127,File_Download,-21.2,40.3,18.1,20.1,87.6,4,78
8128,Emergency_Service,-65.9,62.7,5.6,5.7,89.7,75,48
8129,Web_Browsing,-37.6,25.5,0.9,2.7,89.8,44,26
8130,Emergency_Service,-73.3,10.6,4.5,6.0,72.8,19,29
8131,File_Download,-92.6,89.7,18.0,18.9,63.3,3,97
8132,Emergency_Service,-96.0,43.4,4.7,5.5,96.0,68,18
8133,Video_Call,-71.9,25.4,1.9,3.5,81.7,75,12
8134,File_Download,-37.3,96.7,16.5,17.2,88.7,28,96
8135,Video_Streaming,-45.9,87.5,6.7,7.9,70.3,69,92
8136,Voice_Call,-90.1,32.0,0.3,0.3,97.2,88,44
8137,Streaming,-85.6,70.9,2.9,4.2,67.4,40,75
8138,Video_Streaming,-48.1,11.4,7.5,9.5,55.3,72,50
8139,Background_Download,-12.1,42.4,7.1,7.5,96.0,36,57
8140,Video_Streaming,-73.5,38.6,5.7,7.4,73.4,69,47
8141,Streaming,-21.2,80.1,4.1,5.3,77.3,5,67
8142,Background_Download,-68.1,56.9,9.3,10.2,65.7,46,93
8143,Online_Gaming,-57.4,70.2,1.7,2.3,72.0,99,86
8144,Video_Streaming,-13.9,40.1,8.6,10.4,74.0,97,2
8145,File_Download,-1.4,25.4,13.1,14.8,51.0,63,79
8146,Video_Streaming,-70.6,84.5,6.7,7.1,74.5,60,29
8147,Streaming,-90.3,32.3,3.9,5.1,53.1,91,55
8148,Video_Streaming,-38.3,77.6,3.8,4.1,66.4,46,11
8149,File_Download,-8.9,29.6,9.2,9.6,53.9,28,91
8150,Online_Gaming,-42.5,92.9,2.8,4.0,57.4,77,60
8151,Video_Streaming,-23.0,77.5,5.9,6.1,70.3,29,59
8152,File_Download,-28.9,95.1,19.6,21.0,70.9,4,68
8153,Web_Browsing,-72.0,23.7,0.8,2.3,67.8,47,32
8154,VoIP_Call,-42.3,62.3,0.1,0.7,56.5,6,32
8155,Streaming,-97.1,61.7,3.8,5.4,68.0,69,61
8156,Video_Call,-0.9,90.0,1.7,2.8,77.7,92,92
8157,Web_Browsing,-17.6,42.7,0.8,1.8,84.3,26,84
8158,Background_Download,-17.3,85.9,5.6,7.5,99.9,76,21
8159,Background_Download,-48.0,63.5,6.8,7.0,68.6,94,82
8160,Emergency_Service,-3.0,51.1,8.6,9.8,73.0,27,55
8161,Web_Browsing,-31.2,64.5,0.6,1.1,99.0,82,43
8162,Streaming,-96.6,57.7,3.3,3.8,81.6,75,33
8163,Emergency_Service,-66.2,38.0,2.1,3.1,76.8,32,1
8164,File_Download,-92.3,81.6,9.5,11.2,61.1,76,4
8165,Video_Call,-52.6,42.4,1.9,3.0,52.0,31,84
8166,Web_Browsing,-79.8,26.0,0.7,1.0,87.2,42,51
8167,Online_Gaming,-24.3,91.0,1.4,2.3,82.4,56,29
8168,Web_Browsing,-16.9,34.9,0.8,2.0,95.8,84,5
8169,Voice_Call,-1.3,33.0,0.4,2.2,71.1,5,88
8170,Online_Gaming,-7.6,12.3,2.5,3.5,95.5,60,35
8171,Emergency_Service,-22.5,25.1,3.2,4.0,56.0,50,60
8172,Emergency_Service,-9.1,17.2,9.0,10.3,52.3,53,86
8173,Background_Download,-24.5,18.2,5.5,5.6,61.6,24,96
8174,Online_Gaming,-83.9,55.8,1.2,2.0,77.1,68,29
8175,Web_Browsing,-63.6,12.4,0.7,1.6,92.8,58,37
8176,Video_Call,-48.5,76.5,1.7,3.3,76.0,56,61
8177,Online_Gaming,-23.3,64.9,1.5,3.4,83.9,25,79
8178,Background_Download,-77.3,93.9,9.6,11.2,73.8,83,86
8179,Voice_Call,-0.7,23.9,0.2,2.0,78.6,5,44
8180,Voice_Call,-19.0,19.7,0.3,1.6,67.9,3,40
8181,Streaming,-87.1,28.9,3.5,5.0,73.0,41,95
8182,Background_Download,-90.4,13.2,7.7,7.9,89.6,38,43
8183,Background_Download,-9.3,33.9,9.6,10.7,99.7,68,87
8184,Background_Download,-51.3,79.3,8.6,9.9,55.1,95,60
8185,Video_Streaming,-49.9,90.5,8.5,9.9,89.0,3,67
